Short Title,Title,issn,eISSN,Funding (TL),Year,Impact Factor,SCI,SSCI,AHCI,Source
J ACCOUNT ECON,JOURNAL OF ACCOUNTING & ECONOMICS,0165-4101,1879-1980,50000,2025,5.914,FALSE,TRUE,FALSE,
J ECONOMETRICS,Journal of Econometrics,0304-4076,1872-6895,50000,2025,5.908,TRUE,TRUE,FALSE,
ONE EARTH,One Earth,2590-3330,2590-3322,50000,2025,5.866,TRUE,TRUE,FALSE,
NUCLEIC ACIDS RES,NUCLEIC ACIDS RESEARCH,0305-1048,1362-4962,50000,2025,5.863,TRUE,FALSE,FALSE,
J MARKETING,JOURNAL OF MARKETING,0022-2429,1547-7185,50000,2025,5.842,FALSE,TRUE,FALSE,
SIAM REV,SIAM REVIEW,0036-1445,1095-7200,50000,2025,5.84,TRUE,FALSE,FALSE,
JACC-HEART FAIL,JACC-Heart Failure,2213-1779,2213-1787,50000,2025,5.838,TRUE,FALSE,FALSE,
ANNU REV MAR SCI,Annual Review of Marine Science,1941-1405,1941-0611,50000,2025,5.738,TRUE,FALSE,FALSE,
ANN RHEUM DIS,ANNALS OF THE RHEUMATIC DISEASES,0003-4967,1468-2060,50000,2025,5.737,TRUE,FALSE,FALSE,
MATER TODAY,Materials Today,1369-7021,1873-4103,50000,2025,5.671,TRUE,FALSE,FALSE,
J MANAGE,JOURNAL OF MANAGEMENT,0149-2063,1557-1211,50000,2025,5.668,FALSE,TRUE,FALSE,
NAT COMMUN,Nature Communications,,2041-1723,50000,2025,5.66,TRUE,FALSE,FALSE,
EDUC PSYCHOL-US,EDUCATIONAL PSYCHOLOGIST,0046-1520,1532-6985,50000,2025,5.643,FALSE,TRUE,FALSE,
PSYCHOTHER PSYCHOSOM,PSYCHOTHERAPY AND PSYCHOSOMATICS,0033-3190,1423-0348,50000,2025,5.64,TRUE,TRUE,FALSE,
AM J POLIT SCI,AMERICAN JOURNAL OF POLITICAL SCIENCE,0092-5853,1540-5907,50000,2025,5.637,FALSE,TRUE,FALSE,
STRATEGIC MANAGE J,STRATEGIC MANAGEMENT JOURNAL,0143-2095,1097-0266,50000,2025,5.627,FALSE,TRUE,FALSE,
TRENDS CANCER,Trends in Cancer,2405-8025,2405-8033,50000,2025,5.616,TRUE,FALSE,FALSE,
PROG POLYM SCI,PROGRESS IN POLYMER SCIENCE,0079-6700,1873-1619,50000,2025,5.614,TRUE,FALSE,FALSE,
ANNU REV BIOPHYS,Annual Review of Biophysics,1936-122X,1936-1238,50000,2025,5.606,TRUE,FALSE,FALSE,
TRENDS IMMUNOL,TRENDS IN IMMUNOLOGY,1471-4906,1471-4981,50000,2025,5.517,TRUE,FALSE,FALSE,
PERSPECT PSYCHOL SCI,Perspectives on Psychological Science,1745-6916,1745-6924,50000,2025,5.511,FALSE,TRUE,FALSE,
J MONETARY ECON,JOURNAL OF MONETARY ECONOMICS,0304-3932,1873-1295,50000,2025,5.5,FALSE,TRUE,FALSE,
LANCET HIV,Lancet HIV,2352-3018,2352-3018,50000,2025,5.479,TRUE,FALSE,FALSE,
MOL SYST BIOL,Molecular Systems Biology,1744-4292,1744-4292,50000,2025,5.478,TRUE,FALSE,FALSE,
LIGHT-SCI APPL,Light-Science & Applications,2095-5545,2047-7538,50000,2025,5.478,TRUE,FALSE,FALSE,
POLIT ANAL,POLITICAL ANALYSIS,1047-1987,1476-4989,50000,2025,5.472,FALSE,TRUE,FALSE,
MOL PLANT,Molecular Plant,1674-2052,1752-9867,50000,2025,5.46,TRUE,FALSE,FALSE,
DIABETES CARE,DIABETES CARE,0149-5992,1935-5548,50000,2025,5.459,TRUE,FALSE,FALSE,
J CLIN INVEST,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,1558-8238,50000,2025,5.444,TRUE,FALSE,FALSE,
J AM MATH SOC,JOURNAL OF THE AMERICAN MATHEMATICAL SOCIETY,0894-0347,1088-6834,50000,2025,5.43,TRUE,FALSE,FALSE,
MOL NEURODEGENER,Molecular Neurodegeneration,,1750-1326,50000,2025,5.425,TRUE,FALSE,FALSE,
CELL MOL IMMUNOL,Cellular & Molecular Immunology,1672-7681,2042-0226,50000,2025,5.424,TRUE,FALSE,FALSE,
DEV CELL,DEVELOPMENTAL CELL,1534-5807,1878-1551,50000,2025,5.413,TRUE,FALSE,FALSE,
ACCOUNTS CHEM RES,ACCOUNTS OF CHEMICAL RESEARCH,0001-4842,1520-4898,50000,2025,5.399,TRUE,FALSE,FALSE,
ANNU REV CONTR ROBOT,Annual Review of Control Robotics and Autonomous Systems,,2573-5144,50000,2025,5.388,TRUE,FALSE,FALSE,
CLIN PSYCHOL REV,CLINICAL PSYCHOLOGY REVIEW,0272-7358,1873-7811,50000,2025,5.375,FALSE,TRUE,FALSE,
PSYCHOL METHODS,PSYCHOLOGICAL METHODS,1082-989X,1939-1463,50000,2025,5.372,FALSE,TRUE,FALSE,
LANCET RHEUMATOL,Lancet Rheumatology,2665-9913,2665-9913,50000,2025,5.371,TRUE,FALSE,FALSE,
HEPATOLOGY,HEPATOLOGY,0270-9139,1527-3350,50000,2025,5.369,TRUE,FALSE,FALSE,
INT ORGAN,INTERNATIONAL ORGANIZATION,0020-8183,1531-5088,50000,2025,5.361,FALSE,TRUE,FALSE,
ACS ENERGY LETT,ACS Energy Letters,2380-8195,2380-8195,50000,2025,5.35,TRUE,FALSE,FALSE,
ALZHEIMERS DEMENT,Alzheimers & Dementia,1552-5260,1552-5279,50000,2025,5.344,TRUE,FALSE,FALSE,
AM J HUM GENET,AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,1537-6605,50000,2025,5.303,TRUE,FALSE,FALSE,
ACM COMPUT SURV,ACM COMPUTING SURVEYS,0360-0300,1557-7341,50000,2025,5.289,TRUE,FALSE,FALSE,
LANCET REG HEALTH-EU,Lancet Regional Health-Europe,2666-7762,2666-7762,50000,2025,5.287,TRUE,TRUE,FALSE,
MOL BIOL EVOL,MOLECULAR BIOLOGY AND EVOLUTION,0737-4038,1537-1719,50000,2025,5.284,TRUE,FALSE,FALSE,
PROTEIN CELL,Protein & Cell,1674-800X,1674-8018,50000,2025,5.249,TRUE,FALSE,FALSE,
J EUR ECON ASSOC,Journal of the European Economic Association,1542-4766,1542-4774,50000,2025,5.224,FALSE,TRUE,FALSE,
NATL SCI REV,National Science Review,2095-5138,2053-714X,50000,2025,5.216,TRUE,FALSE,FALSE,
J HUM RESOUR,JOURNAL OF HUMAN RESOURCES,0022-166X,1548-8004,50000,2025,5.207,FALSE,TRUE,FALSE,
TRENDS GENET,TRENDS IN GENETICS,0168-9525,1362-4555,50000,2025,5.197,TRUE,FALSE,FALSE,
JACC-CARDIOVASC IMAG,JACC-Cardiovascular Imaging,1936-878X,1876-7591,50000,2025,5.195,TRUE,FALSE,FALSE,
NPJ DIGIT MED,npj Digital Medicine,2398-6352,2398-6352,50000,2025,5.194,TRUE,FALSE,FALSE,
FUNGAL DIVERS,FUNGAL DIVERSITY,1560-2745,1878-9129,50000,2025,5.182,TRUE,FALSE,FALSE,
JNCI-J NATL CANCER I,JNCI-Journal of the National Cancer Institute,0027-8874,1460-2105,50000,2025,5.174,TRUE,FALSE,FALSE,
J ACCOUNT RES,JOURNAL OF ACCOUNTING RESEARCH,0021-8456,1475-679X,50000,2025,5.164,FALSE,TRUE,FALSE,
WIRES COMPUT MOL SCI,Wiley Interdisciplinary Reviews-Computational Molecular Science,1759-0876,1759-0884,50000,2025,5.147,TRUE,FALSE,FALSE,
GENOME MED,Genome Medicine,1756-994X,1756-994X,50000,2025,5.139,TRUE,FALSE,FALSE,
J ROY SOC MED,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,0141-0768,1758-1095,50000,2025,5.109,TRUE,FALSE,FALSE,
SCI ADV,Science Advances,2375-2548,2375-2548,50000,2025,5.093,TRUE,FALSE,FALSE,
NEURO-ONCOLOGY,NEURO-ONCOLOGY,1522-8517,1523-5866,50000,2025,5.092,TRUE,FALSE,FALSE,
ANNU REV STAT APPL,Annual Review of Statistics and Its Application,2326-8298,2326-831X,50000,2025,5.082,TRUE,FALSE,FALSE,
TRENDS BIOCHEM SCI,TRENDS IN BIOCHEMICAL SCIENCES,0968-0004,1362-4326,50000,2025,5.069,TRUE,FALSE,FALSE,
BRAIN,BRAIN,0006-8950,1460-2156,50000,2025,5.053,TRUE,FALSE,FALSE,
GENE DEV,GENES & DEVELOPMENT,0890-9369,1549-5477,50000,2025,5.024,TRUE,FALSE,FALSE,
HARVARD BUS REV,HARVARD BUSINESS REVIEW,0017-8012,0017-8012,50000,2025,5.021,FALSE,TRUE,FALSE,
ANNU REV PHYS CHEM,Annual Review of Physical Chemistry,0066-426X,1545-1593,50000,2025,4.991,TRUE,FALSE,FALSE,
TRENDS PLANT SCI,TRENDS IN PLANT SCIENCE,1360-1385,1878-4372,50000,2025,4.986,TRUE,FALSE,FALSE,
HUM REPROD UPDATE,HUMAN REPRODUCTION UPDATE,1355-4786,1460-2369,50000,2025,4.953,TRUE,FALSE,FALSE,
ACTA NEUROPATHOL,ACTA NEUROPATHOLOGICA,0001-6322,1432-0533,50000,2025,4.953,TRUE,FALSE,FALSE,
MATTER-US,Matter,2590-2393,2590-2385,50000,2025,4.936,TRUE,FALSE,FALSE,
J APPL PSYCHOL,JOURNAL OF APPLIED PSYCHOLOGY,0021-9010,1939-1854,50000,2025,4.933,FALSE,TRUE,FALSE,
TRENDS MICROBIOL,TRENDS IN MICROBIOLOGY,0966-842X,1878-4380,50000,2025,4.931,TRUE,FALSE,FALSE,
ANNU REV NUCL PART S,Annual Review of Nuclear and Particle Science,0163-8998,1545-4134,50000,2025,4.926,TRUE,FALSE,FALSE,
EMBO J,EMBO JOURNAL,0261-4189,1460-2075,50000,2025,4.873,TRUE,FALSE,FALSE,
ANNU REV GENOM HUM G,Annual Review of Genomics and Human Genetics,1527-8204,1545-293X,50000,2025,4.873,TRUE,FALSE,FALSE,
ANNU REV MED,Annual Review of Medicine,0066-4219,1545-326X,50000,2025,4.872,TRUE,FALSE,FALSE,
ECONOMET J,Econometrics Journal,1368-4221,1368-423X,50000,2025,4.824,TRUE,TRUE,FALSE,
JAMA NETW OPEN,JAMA Network Open,2574-3805,2574-3805,50000,2025,4.815,TRUE,FALSE,FALSE,
COMMUN ACM,COMMUNICATIONS OF THE ACM,0001-0782,1557-7317,50000,2025,4.787,TRUE,FALSE,FALSE,
ANN STAT,ANNALS OF STATISTICS,0090-5364,N/A,50000,2025,4.781,TRUE,FALSE,FALSE,
CIRC-HEART FAIL,Circulation-Heart Failure,1941-3289,1941-3297,50000,2025,4.781,TRUE,FALSE,FALSE,
PLOS MED,PLOS MEDICINE,1549-1277,1549-1676,50000,2025,4.746,TRUE,FALSE,FALSE,
EVID-BASED MENT HEAL,Evidence-Based Mental Health,1362-0347,1468-960X,50000,2025,4.743,TRUE,FALSE,FALSE,
ANNU REV FINANC ECON,Annual Review of Financial Economics,1941-1367,1941-1375,50000,2025,4.728,FALSE,TRUE,FALSE,
GENOME RES,GENOME RESEARCH,1088-9051,1549-5469,50000,2025,4.727,TRUE,FALSE,FALSE,
NANO-MICRO LETT,Nano-Micro Letters,2311-6706,2150-5551,50000,2025,4.721,TRUE,FALSE,FALSE,
AM J PUBLIC HEALTH,AMERICAN JOURNAL OF PUBLIC HEALTH,0090-0036,1541-0048,50000,2025,4.715,TRUE,TRUE,FALSE,
MICROBIOME,Microbiome,2049-2618,2049-2618,50000,2025,4.713,TRUE,FALSE,FALSE,
TRENDS CHEM,Trends in Chemistry,,2589-5974,50000,2025,4.697,TRUE,FALSE,FALSE,
CAN MED ASSOC J,CANADIAN MEDICAL ASSOCIATION JOURNAL,0820-3946,1488-2329,50000,2025,4.677,TRUE,FALSE,FALSE,
BRIT J SPORT MED,BRITISH JOURNAL OF SPORTS MEDICINE,0306-3674,1473-0480,50000,2025,4.675,TRUE,FALSE,FALSE,
OPHTHALMOLOGY,OPHTHALMOLOGY,0161-6420,1549-4713,50000,2025,4.668,TRUE,FALSE,FALSE,
ADV PHOTONICS,Advanced Photonics,,2577-5421,50000,2025,4.575,TRUE,FALSE,FALSE,
RES ORGAN BEHAV,Research in Organizational Behavior,0191-3085,0191-3085,50000,2025,4.564,FALSE,TRUE,FALSE,
BIOL REV,BIOLOGICAL REVIEWS,1464-7931,1469-185X,50000,2025,4.557,TRUE,FALSE,FALSE,
PROG PART NUCL PHYS,PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,0146-6410,1873-2224,50000,2025,4.544,TRUE,FALSE,FALSE,
COMMUN METHODS MEAS,Communication Methods and Measures,1931-2458,1931-2466,50000,2025,4.54,FALSE,TRUE,FALSE,
NAT REV UROL,Nature Reviews Urology,1759-4812,1759-4820,50000,2025,4.538,TRUE,FALSE,FALSE,
INT SECURITY,INTERNATIONAL SECURITY,0162-2889,1531-4804,50000,2025,4.507,FALSE,TRUE,FALSE,
J AM STAT ASSOC,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0162-1459,1537-274X,50000,2025,4.505,TRUE,FALSE,FALSE,
ACS CENTRAL SCI,ACS Central Science,2374-7943,2374-7951,50000,2025,4.505,TRUE,FALSE,FALSE,
INT J COMPUT VISION,INTERNATIONAL JOURNAL OF COMPUTER VISION,0920-5691,1573-1405,50000,2025,4.486,TRUE,FALSE,FALSE,
J PUBLIC ECON,JOURNAL OF PUBLIC ECONOMICS,0047-2727,0047-2727,50000,2025,4.482,FALSE,TRUE,FALSE,
INFOMAT,InfoMat,,2567-3165,50000,2025,4.473,TRUE,FALSE,FALSE,
J EXTRACELL VESICLES,Journal of Extracellular Vesicles,,2001-3078,50000,2025,4.47,TRUE,FALSE,FALSE,
JACC-CARDIOONCOL,JACC: CardioOncology,2666-0873,2666-0873,50000,2025,4.467,TRUE,FALSE,FALSE,
PROTEIN SCI,PROTEIN SCIENCE,0961-8368,1469-896X,50000,2025,4.464,TRUE,FALSE,FALSE,
IEEE J SEL AREA COMM,IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS,0733-8716,1558-0008,50000,2025,4.448,TRUE,FALSE,FALSE,
EUR REV SOC PSYCHOL,European Review of Social Psychology,1046-3283,1479-277X,50000,2025,4.443,FALSE,TRUE,FALSE,
STUD MYCOL,STUDIES IN MYCOLOGY,0166-0616,1872-9797,50000,2025,4.432,TRUE,FALSE,FALSE,
AM J BIOETHICS,AMERICAN JOURNAL OF BIOETHICS,1526-5161,1536-0075,50000,2025,4.431,TRUE,TRUE,FALSE,
RES SYNTH METHODS,Research Synthesis Methods,1759-2879,1759-2887,50000,2025,4.417,TRUE,FALSE,FALSE,
IEEE GEOSC REM SEN M,IEEE Geoscience and Remote Sensing Magazine,2473-2397,2168-6831,50000,2025,4.403,TRUE,FALSE,FALSE,
HEALTH AFFAIR,HEALTH AFFAIRS,0278-2715,0278-2715,50000,2025,4.403,TRUE,TRUE,FALSE,
KIDNEY INT,KIDNEY INTERNATIONAL,0085-2538,1523-1755,50000,2025,4.387,TRUE,FALSE,FALSE,
CURR BIOL,CURRENT BIOLOGY,0960-9822,1879-0445,50000,2025,4.385,TRUE,FALSE,FALSE,
NEW YORK REV BOOKS,NEW YORK REVIEW OF BOOKS,0028-7504,1944-7744,50000,2025,4.367,FALSE,FALSE,TRUE,
P NATL ACAD SCI USA,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,1091-6490,50000,2025,4.352,TRUE,FALSE,FALSE,
ANNU REV VIROL,Annual Review of Virology,2327-056X,2327-0578,50000,2025,4.35,TRUE,FALSE,FALSE,
AUTOPHAGY,Autophagy,1554-8627,1554-8635,50000,2025,4.347,TRUE,FALSE,FALSE,
POPUL DEV REV,POPULATION AND DEVELOPMENT REVIEW,0098-7921,1728-4457,50000,2025,4.326,FALSE,TRUE,FALSE,
INVENT MATH,INVENTIONES MATHEMATICAE,0020-9910,1432-1297,50000,2025,4.321,TRUE,FALSE,FALSE,
CIRC-CARDIOVASC QUAL,Circulation-Cardiovascular Quality and Outcomes,1941-7705,1941-7713,50000,2025,4.309,TRUE,FALSE,FALSE,
APPL PHYS REV,Applied Physics Reviews,1931-9401,1931-9401,50000,2025,4.304,TRUE,FALSE,FALSE,
BLOOD CANCER J,Blood Cancer Journal,2044-5385,2044-5385,50000,2025,4.296,TRUE,FALSE,FALSE,
JACC-CARDIOVASC INTE,JACC-Cardiovascular Interventions,1936-8798,1876-7605,50000,2025,4.293,TRUE,FALSE,FALSE,
CLIN GASTROENTEROL H,Clinical Gastroenterology and Hepatology,1542-3565,1542-7714,50000,2025,4.272,TRUE,FALSE,FALSE,
J NATL COMPR CANC NE,Journal of the National Comprehensive Cancer Network,1540-1405,1540-1413,50000,2025,4.264,TRUE,FALSE,FALSE,
BIOL PSYCHIAT,Biological Psychiatry,0006-3223,1873-2402,50000,2025,4.262,TRUE,FALSE,FALSE,
KIDNEY INT SUPPL,Kidney International Supplements,2157-1724,2157-1716,50000,2025,4.261,TRUE,FALSE,FALSE,
J AM ACAD CHILD PSY,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,0890-8567,1527-5418,50000,2025,4.259,TRUE,TRUE,FALSE,
J BUS ECON STAT,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,0735-0015,1537-2707,50000,2025,4.256,TRUE,TRUE,FALSE,
REV FINANC,Review of Finance,1572-3097,1573-692X,50000,2025,4.236,FALSE,TRUE,FALSE,
WIRES CLIM CHANGE,Wiley Interdisciplinary Reviews-Climate Change,1757-7780,1757-7799,50000,2025,4.199,TRUE,TRUE,FALSE,
IEEE T EVOLUT COMPUT,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,1089-778X,1941-0026,50000,2025,4.18,TRUE,FALSE,FALSE,
ORGAN SCI,ORGANIZATION SCIENCE,1047-7039,N/A,50000,2025,4.162,FALSE,TRUE,FALSE,
PHILOS REV,PHILOSOPHICAL REVIEW,0031-8108,1558-1470,50000,2025,4.149,FALSE,FALSE,TRUE,
POLIT COMMUN,POLITICAL COMMUNICATION,1058-4609,1091-7675,50000,2025,4.147,FALSE,TRUE,FALSE,
CSH PERSPECT BIOL,Cold Spring Harbor Perspectives in Biology,1943-0264,1943-0264,50000,2025,4.142,TRUE,FALSE,FALSE,
ANNU REV MICROBIOL,Annual Review of Microbiology,0066-4227,1545-3251,50000,2025,4.138,TRUE,FALSE,FALSE,
FRONT ECOL ENVIRON,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,1540-9309,50000,2025,4.118,TRUE,FALSE,FALSE,
CLIN CANCER RES,CLINICAL CANCER RESEARCH,1078-0432,1557-3265,50000,2025,4.113,TRUE,FALSE,FALSE,
LEUKEMIA,LEUKEMIA,0887-6924,1476-5551,50000,2025,4.091,TRUE,FALSE,FALSE,
PRX QUANTUM,PRX Quantum,,2691-3399,50000,2025,4.091,TRUE,FALSE,FALSE,
PHOTONIX,PhotoniX,,2662-1991,50000,2025,4.09,TRUE,FALSE,FALSE,
AGU ADV,AGU Advances,,2576-604X,50000,2025,4.087,TRUE,FALSE,FALSE,
JAMA DERMATOL,JAMA Dermatology,2168-6068,2168-6084,50000,2025,4.08,TRUE,FALSE,FALSE,
SLEEP MED REV,SLEEP MEDICINE REVIEWS,1087-0792,1532-2955,50000,2025,4.08,TRUE,FALSE,FALSE,
GIGASCIENCE,GigaScience,2047-217X,2047-217X,50000,2025,4.079,TRUE,FALSE,FALSE,
J STRATEGIC INF SYST,JOURNAL OF STRATEGIC INFORMATION SYSTEMS,0963-8687,1873-1198,50000,2025,4.073,TRUE,TRUE,FALSE,
CALIF MANAGE REV,CALIFORNIA MANAGEMENT REVIEW,0008-1256,2162-8564,50000,2025,4.068,FALSE,TRUE,FALSE,
J MANAGE STUD,JOURNAL OF MANAGEMENT STUDIES,0022-2380,1467-6486,50000,2025,4.053,FALSE,TRUE,FALSE,
ADV FUNCT MATER,ADVANCED FUNCTIONAL MATERIALS,1616-301X,1616-3028,50000,2025,4.049,TRUE,FALSE,FALSE,
ALCOHOL RES-CURR REV,Alcohol Research-Current Reviews,1535-7414,1930-0573,50000,2025,4.041,FALSE,TRUE,FALSE,
TRENDS MOL MED,TRENDS IN MOLECULAR MEDICINE,1471-4914,1471-499X,50000,2025,4.038,TRUE,FALSE,FALSE,
ANNU REV CRIMINOL,Annual Review of Criminology,2572-4568,2572-4568,50000,2025,4.035,FALSE,TRUE,FALSE,
QUANT ECON,Quantitative Economics,1759-7323,1759-7331,50000,2025,4.032,FALSE,TRUE,FALSE,
ARTHRITIS RHEUMATOL,Arthritis & Rheumatology,2326-5191,2326-5205,50000,2025,4.032,TRUE,FALSE,FALSE,
J ACAD MARKET SCI,JOURNAL OF THE ACADEMY OF MARKETING SCIENCE,0092-0703,1552-7824,50000,2025,4.026,FALSE,TRUE,FALSE,
EARTH SYST SCI DATA,Earth System Science Data,1866-3508,1866-3516,50000,2025,4.024,TRUE,FALSE,FALSE,
NEW ASTRON REV,NEW ASTRONOMY REVIEWS,1387-6473,1872-9630,50000,2025,4.021,TRUE,FALSE,FALSE,
EDUC RES REV-NETH,Educational Research Review,1747-938X,1878-0385,50000,2025,4.015,FALSE,TRUE,FALSE,
ASTROPHYS J SUPPL S,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,0067-0049,1538-4365,50000,2025,4.004,TRUE,FALSE,FALSE,
ACAD MANAGE PERSPECT,Academy of Management Perspectives,1558-9080,N/A,50000,2025,3.994,FALSE,TRUE,FALSE,
STAT SCI,STATISTICAL SCIENCE,0883-4237,2168-8745,50000,2025,3.99,TRUE,FALSE,FALSE,
CANCER COMMUN,Cancer Communications,,2523-3548,50000,2025,3.983,TRUE,FALSE,FALSE,
CURR DIR PSYCHOL SCI,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,0963-7214,1467-8721,50000,2025,3.977,FALSE,TRUE,FALSE,
J INT BUS STUD,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,0047-2506,1478-6990,50000,2025,3.973,FALSE,TRUE,FALSE,
GLOBAL CHANGE BIOL,GLOBAL CHANGE BIOLOGY,1354-1013,1365-2486,50000,2025,3.955,TRUE,FALSE,FALSE,
MOL PSYCHIATR,MOLECULAR PSYCHIATRY,1359-4184,1476-5578,50000,2025,3.94,TRUE,FALSE,FALSE,
EARTH-SCI REV,EARTH-SCIENCE REVIEWS,0012-8252,1872-6828,50000,2025,3.934,TRUE,FALSE,FALSE,
SPACE SCI REV,SPACE SCIENCE REVIEWS,0038-6308,1572-9672,50000,2025,3.93,TRUE,FALSE,FALSE,
COMMUN PUR APPL MATH,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,0010-3640,1097-0312,50000,2025,3.918,TRUE,FALSE,FALSE,
ANN NEUROL,ANNALS OF NEUROLOGY,0364-5134,1531-8249,50000,2025,3.918,TRUE,FALSE,FALSE,
AM J GASTROENTEROL,AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270,1572-0241,50000,2025,3.913,TRUE,FALSE,FALSE,
ECON J,ECONOMIC JOURNAL,0013-0133,1468-0297,50000,2025,3.913,FALSE,TRUE,FALSE,
DIALOGUES CLIN NEURO,Dialogues in Clinical Neuroscience,1294-8322,1958-5969,50000,2025,3.913,TRUE,FALSE,FALSE,
APPL MECH REV,Applied Mechanics Reviews,0003-6900,2379-0407,50000,2025,3.912,TRUE,FALSE,FALSE,
EUR J EPIDEMIOL,EUROPEAN JOURNAL OF EPIDEMIOLOGY,0393-2990,1573-7284,50000,2025,3.902,TRUE,FALSE,FALSE,
SYST BIOL,Systematic Biology,1063-5157,1076-836X,50000,2025,3.899,TRUE,FALSE,FALSE,
ANNU REV MATER RES,Annual Review of Materials Research,1531-7331,1545-4118,50000,2025,3.893,TRUE,FALSE,FALSE,
MATH PROGRAM COMPUT,Mathematical Programming Computation,1867-2949,1867-2957,50000,2025,3.888,TRUE,FALSE,FALSE,
REV ENV ECON POLICY,Review of Environmental Economics and Policy,1750-6816,1750-6824,50000,2025,3.879,FALSE,TRUE,FALSE,
FORUM MATH PI,Forum of Mathematics Pi,2050-5086,2050-5086,50000,2025,3.874,TRUE,FALSE,FALSE,
J STAT SOFTW,Journal of Statistical Software,1548-7660,1548-7660,50000,2025,3.864,TRUE,FALSE,FALSE,
J AM CHEM SOC,Journal of the American Chemical Society,0002-7863,1520-5126,50000,2025,3.859,TRUE,FALSE,FALSE,
J AM SOC NEPHROL,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,1046-6673,1533-3450,50000,2025,3.857,TRUE,FALSE,FALSE,
TRENDS PHARMACOL SCI,TRENDS IN PHARMACOLOGICAL SCIENCES,0165-6147,1873-3735,50000,2025,3.852,TRUE,FALSE,FALSE,
J BUS VENTURING,JOURNAL OF BUSINESS VENTURING,0883-9026,1873-2003,50000,2025,3.847,FALSE,TRUE,FALSE,
EDUC PSYCHOL REV,EDUCATIONAL PSYCHOLOGY REVIEW,1040-726X,1573-336X,50000,2025,3.843,FALSE,TRUE,FALSE,
SCI BULL,Science Bulletin,2095-9273,2095-9281,50000,2025,3.842,TRUE,FALSE,FALSE,
ANNU REV PHARMACOL,Annual Review of Pharmacology and Toxicology,0362-1642,1545-4304,50000,2025,3.83,TRUE,FALSE,FALSE,
J INT ECON,JOURNAL OF INTERNATIONAL ECONOMICS,0022-1996,1873-0353,50000,2025,3.828,FALSE,TRUE,FALSE,
RADIOLOGY,RADIOLOGY,0033-8419,N/A,50000,2025,3.823,TRUE,FALSE,FALSE,
ANNU REV NUTR,Annual Review of Nutrition,0199-9885,1545-4312,50000,2025,3.821,TRUE,FALSE,FALSE,
CANCER RES,CANCER RESEARCH,0008-5472,1538-7445,50000,2025,3.809,TRUE,FALSE,FALSE,
PSYCHOL REV,PSYCHOLOGICAL REVIEW,0033-295X,1939-1471,50000,2025,3.809,TRUE,TRUE,FALSE,
INFORM FUSION,Information Fusion,1566-2535,1872-6305,50000,2025,3.808,TRUE,FALSE,FALSE,
ECOL LETT,ECOLOGY LETTERS,1461-023X,1461-0248,50000,2025,3.807,TRUE,FALSE,FALSE,
J MARKETING RES,JOURNAL OF MARKETING RESEARCH,0022-2437,1547-7193,50000,2025,3.804,FALSE,TRUE,FALSE,
LEADERSHIP QUART,LEADERSHIP QUARTERLY,1048-9843,1873-3409,50000,2025,3.797,FALSE,TRUE,FALSE,
PERIODONTOL 2000,PERIODONTOLOGY 2000,0906-6713,1600-0757,50000,2025,3.783,TRUE,FALSE,FALSE,
CELL REP,Cell Reports,2211-1247,2211-1247,50000,2025,3.781,TRUE,FALSE,FALSE,
ANGEW CHEM INT EDIT,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,1521-3773,50000,2025,3.764,TRUE,FALSE,FALSE,
EMBO MOL MED,EMBO Molecular Medicine,1757-4676,1757-4684,50000,2025,3.757,TRUE,FALSE,FALSE,
DRUG RESIST UPDATE,DRUG RESISTANCE UPDATES,1368-7646,1532-2084,50000,2025,3.753,TRUE,FALSE,FALSE,
TRENDS BIOTECHNOL,TRENDS IN BIOTECHNOLOGY,0167-7799,1879-3096,50000,2025,3.745,TRUE,FALSE,FALSE,
PLOS BIOL,PLOS BIOLOGY,1544-9173,1545-7885,50000,2025,3.732,TRUE,FALSE,FALSE,
MANAGE SCI,MANAGEMENT SCIENCE,0025-1909,1526-5501,50000,2025,3.722,TRUE,TRUE,FALSE,
MICROBIOL MOL BIOL R,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,1092-2172,1098-5557,50000,2025,3.718,TRUE,FALSE,FALSE,
HEMASPHERE,HemaSphere,,2572-9241,50000,2025,3.718,TRUE,FALSE,FALSE,
